ticket,region,departamento,ciudad,territorialidad,itsm_servicenow,workorder_salesforce,clientes_afectados,tecnologia,cantidad_nodos,cantidad_arpones,cmts,olt,interfaz,cable_padre,cable_hijo,nodo_vip,impacto,urgencia,grupo_whatsapp,descripcion,resumen,tecnico_asignado,avances,adjuntos,existe_en_cacti,fuente_voltaje,fuente_amperaje,flag_en_bateria,nodos_sector_en_bateria,forma_resolucion,restablecio_autonomo,hora_caida,hora_restablecimiento,fuente_monitoreo,correlacion_grafica_monitoreo,delta_correlacion_min,falla_simultanea_nodo_arpon,solucion_aplicada,tiempo_resolucion_min,requiere_notificacion,accion_recomendada
TKT-000209,COSTA,Bolivar,Cartagena,Periurbano,INC2612691,WO-592449,4004,HFC,7,0,CMTS_COS_25,,GE0/4/18,CP_COS_003,CH_164,False,Medio,Media,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cartagena,TEC_059,Diagnostico inicial registrado,2,True,52.54,8.62,False,0,CUADRILLA,False,2026-02-06 08:15:00,2026-02-06 11:25:00,CACTI,False,165,False,Empalme de fibra reparado en sitio,190,True,DESPACHAR_CUADRILLA
TKT-000210,SUR,Narino,Pasto,Urbano,INC7923319,WO-453571,2200,GPON,0,4,,OLT_SUR_04,GE0/3/20,CP_SUR_048,,False,Medio,Critica,GRP_NOC_SUR,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Pasto,TEC_048,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-18 03:47:00,2026-01-18 09:17:00,ZABBIX,False,65,False,Cambio de tarjeta en el elemento,330,True,DESPACHAR_CUADRILLA
TKT-000211,ORIENTE,Boyaca,Tunja,Periurbano,INC2603207,WO-529637,268,HFC,2,0,CMTS_ORI_24,,GE0/3/20,CP_ORI_039,,False,Bajo,Alta,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Tunja,TEC_013,Diagnostico inicial registrado,4,True,43.15,1.42,True,3,AUTORRESTABLECIMIENTO,True,2026-03-12 12:52:00,2026-03-12 14:15:00,CACTI,True,2,False,Recuperacion automatica confirmada en grafica de monitoreo,83,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000212,ORIENTE,Santander,Bucaramanga,Rural,INC5667224,WO-383240,748,HFC,2,0,CMTS_ORI_10,,GE0/1/28,CP_ORI_009,,False,Bajo,Alta,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Bucaramanga,TEC_039,Diagnostico inicial registrado,3,True,53.18,7.29,False,0,CUADRILLA,False,2026-02-17 21:40:00,2026-02-17 23:06:00,CACTI,False,156,False,Reconfiguracion de la interfaz afectada,86,True,DESPACHAR_CUADRILLA
TKT-000213,BOGOTA,Cundinamarca,Soacha,Rural,INC6041888,WO-818588,1340,GPON,0,4,,OLT_BOG_08,GE0/6/28,CP_BOG_021,CH_173,False,Critico,Baja,GRP_NOC_BOGOTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Soacha,TEC_062,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-14 09:23:00,2026-05-14 13:11:00,ZABBIX,False,151,False,Cambio de tarjeta en el elemento,228,True,DESPACHAR_CUADRILLA
TKT-000214,BOGOTA,Cundinamarca,Chia,Urbano,INC7213672,WO-807379,492,HFC,6,0,CMTS_BOG_05,,GE0/4/6,CP_BOG_031,CH_025,False,Medio,Media,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Chia,TEC_052,Diagnostico inicial registrado,0,True,54.84,7.98,False,0,CUADRILLA,False,2026-04-30 00:03:00,2026-04-30 03:34:00,CACTI,False,130,False,Empalme de fibra reparado en sitio,211,False,DESPACHAR_CUADRILLA
TKT-000215,ORIENTE,Norte de Santander,Cucuta,Rural,INC4588318,WO-582837,240,HFC,4,0,CMTS_ORI_14,,GE0/5/27,CP_ORI_004,,False,Alto,Alta,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Cucuta,TEC_077,Diagnostico inicial registrado,2,False,43.16,1.02,True,2,AUTORRESTABLECIMIENTO,True,2026-05-10 07:23:00,2026-05-10 07:46:00,CACTI,True,4,False,Servicio restablecido al normalizarse la energia comercial del sector,23,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000216,BOGOTA,Cundinamarca,Bogota,Urbano,INC2501273,WO-162649,856,HFC,8,0,CMTS_BOG_21,,GE0/6/6,CP_BOG_033,,False,Critico,Alta,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Bogota,TEC_113,Diagnostico inicial registrado,2,True,54.62,8.49,False,0,CUADRILLA,False,2026-04-15 08:29:00,2026-04-15 12:46:00,CACTI,True,7,False,Empalme de fibra reparado en sitio,257,True,DESPACHAR_CUADRILLA
TKT-000217,BOGOTA,Cundinamarca,Chia,Urbano,INC2710547,WO-712539,3871,GPON,0,7,,OLT_BOG_27,GE0/2/47,CP_BOG_031,CH_020,False,Bajo,Alta,GRP_NOC_BOGOTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Chia,TEC_008,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-11 19:50:00,2026-01-11 21:21:00,ZABBIX,True,7,False,Empalme de fibra reparado en sitio,91,True,DESPACHAR_CUADRILLA
TKT-000218,BOGOTA,Cundinamarca,Bogota,Rural,INC2375319,WO-841789,1380,GPON,0,3,,OLT_BOG_11,GE0/0/21,CP_BOG_016,,False,Medio,Baja,GRP_NOC_BOGOTA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Bogota,TEC_026,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-29 23:15:00,2026-01-30 04:57:00,ZABBIX,True,0,False,Reconfiguracion de la interfaz afectada,342,False,DESPACHAR_CUADRILLA
TKT-000219,BOGOTA,Cundinamarca,Soacha,Rural,INC5151629,WO-557913,4040,HFC,8,0,CMTS_BOG_17,,GE0/3/12,CP_BOG_044,CH_195,False,Alto,Critica,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Soacha,TEC_063,Diagnostico inicial registrado,4,True,55.09,4.34,False,0,CUADRILLA,False,2026-05-11 11:32:00,2026-05-11 16:49:00,CACTI,False,197,False,Empalme de fibra reparado en sitio,317,True,DESPACHAR_CUADRILLA
TKT-000220,SUR,Huila,Neiva,Periurbano,INC5606400,WO-387644,1112,HFC,1,0,CMTS_SUR_18,,GE0/6/13,CP_SUR_021,CH_031,False,Critico,Alta,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Neiva,TEC_051,Diagnostico inicial registrado,2,True,55.38,4.35,False,0,TECNICO_URGENTE,False,2026-03-17 22:55:00,2026-03-18 01:01:00,CACTI,False,61,True,Despliegue urgente: afectacion simultanea HFC y GPON,126,True,TECNICO_URGENTE
TKT-000221,COSTA,Cordoba,Monteria,Urbano,INC1366966,WO-906945,2328,GPON,0,6,,OLT_COS_14,GE0/1/38,CP_COS_042,CH_172,False,Bajo,Baja,GRP_NOC_COSTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Monteria,TEC_112,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-13 14:42:00,2026-02-13 22:27:00,ZABBIX,False,217,False,Reconfiguracion de la interfaz afectada,465,True,DESPACHAR_CUADRILLA
TKT-000222,SUR,Tolima,Ibague,Urbano,INC7424745,WO-268542,1503,GPON,0,3,,OLT_SUR_27,GE0/4/9,CP_SUR_005,CH_039,False,Medio,Alta,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Ibague,TEC_119,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-01 10:10:00,2026-02-01 15:11:00,ZABBIX,False,36,False,Empalme de fibra reparado en sitio,301,True,DESPACHAR_CUADRILLA
TKT-000223,BOGOTA,Cundinamarca,Bogota,Rural,INC8418149,WO-915598,1860,HFC,4,0,CMTS_BOG_17,,GE0/1/16,CP_BOG_046,,False,Bajo,Critica,GRP_NOC_BOGOTA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Bogota,TEC_066,Diagnostico inicial registrado,0,True,55.19,5.29,False,0,CUADRILLA,False,2026-03-08 14:26:00,2026-03-08 21:57:00,CACTI,True,7,False,Cambio de tarjeta en el elemento,451,True,DESPACHAR_CUADRILLA
TKT-000224,SUR,Narino,Pasto,Rural,INC8304369,WO-905467,1948,GPON,0,4,,OLT_SUR_02,GE0/0/35,CP_SUR_023,,True,Medio,Media,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (GPON) en Pasto,TEC_016,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-12 11:01:00,2026-05-12 17:51:00,ZABBIX,True,6,False,Cuadrilla reemplazo conector danado,410,True,DESPACHAR_CUADRILLA
TKT-000225,BOGOTA,Cundinamarca,Soacha,Periurbano,INC5375424,WO-664378,1665,HFC,5,0,CMTS_BOG_22,,GE0/2/45,CP_BOG_059,,False,Critico,Critica,GRP_NOC_BOGOTA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Soacha,TEC_089,Diagnostico inicial registrado,4,True,55.33,4.91,False,0,CUADRILLA,False,2026-03-29 01:29:00,2026-03-29 08:42:00,CACTI,False,188,False,Cuadrilla reemplazo conector danado,433,True,DESPACHAR_CUADRILLA
TKT-000226,SUR,Cauca,Popayan,Rural,INC7512353,WO-757354,1980,GPON,0,12,,OLT_SUR_22,GE0/4/5,CP_SUR_023,,False,Critico,Alta,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Popayan,TEC_024,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-12 02:24:00,2026-05-12 06:51:00,ZABBIX,True,3,False,Reconfiguracion de la interfaz afectada,267,True,DESPACHAR_CUADRILLA
TKT-000227,ANDINA,Antioquia,Medellin,Rural,INC4951877,WO-651151,532,HFC,7,0,CMTS_AND_10,,GE0/2/10,CP_AND_013,,False,Bajo,Alta,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Medellin,TEC_022,Diagnostico inicial registrado,2,True,53.21,4.77,False,0,CUADRILLA,False,2026-03-22 04:07:00,2026-03-22 10:22:00,CACTI,False,123,False,Reconfiguracion de la interfaz afectada,375,True,DESPACHAR_CUADRILLA
TKT-000228,SUR,Tolima,Ibague,Urbano,INC9474203,WO-797709,2540,GPON,0,10,,OLT_SUR_22,GE0/4/0,CP_SUR_036,CH_055,True,Alto,Media,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (GPON) en Ibague,TEC_114,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-12 18:09:00,2026-05-12 22:28:00,ZABBIX,False,101,False,Reconfiguracion de la interfaz afectada,259,True,DESPACHAR_CUADRILLA
TKT-000229,COSTA,Bolivar,Cartagena,Rural,INC7715668,WO-618249,507,HFC,1,0,CMTS_COS_09,,GE0/2/30,CP_COS_011,,False,Medio,Critica,GRP_NOC_COSTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Cartagena,TEC_001,Diagnostico inicial registrado,3,True,54.37,5.9,False,0,CUADRILLA,False,2026-02-05 06:01:00,2026-02-05 13:44:00,CACTI,True,1,False,Empalme de fibra reparado en sitio,463,True,DESPACHAR_CUADRILLA
TKT-000230,ANDINA,Caldas,Manizales,Rural,INC3966600,WO-575181,1227,HFC,3,0,CMTS_AND_14,,GE0/0/13,CP_AND_019,,False,Critico,Alta,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Manizales,TEC_029,Diagnostico inicial registrado,2,True,52.44,6.29,False,0,CUADRILLA,False,2026-03-25 17:01:00,2026-03-25 18:42:00,CACTI,False,82,False,Cambio de tarjeta en el elemento,101,True,DESPACHAR_CUADRILLA
TKT-000231,ORIENTE,Santander,Bucaramanga,Urbano,INC6831098,WO-168481,557,GPON,0,1,,OLT_ORI_22,GE0/3/31,CP_ORI_025,CH_042,False,Bajo,Critica,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Bucaramanga,TEC_005,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-24 15:59:00,2026-02-24 23:55:00,ZABBIX,True,7,False,Empalme de fibra reparado en sitio,476,True,DESPACHAR_CUADRILLA
TKT-000232,COSTA,Magdalena,Santa Marta,Periurbano,INC2907858,WO-996513,2704,HFC,8,0,CMTS_COS_07,,GE0/5/39,CP_COS_026,CH_194,False,Medio,Critica,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Santa Marta,TEC_089,Diagnostico inicial registrado,0,True,55.16,5.21,False,0,CUADRILLA,False,2026-04-27 04:06:00,2026-04-27 10:23:00,CACTI,False,92,False,Cuadrilla reemplazo conector danado,377,True,DESPACHAR_CUADRILLA
TKT-000233,ANDINA,Valle del Cauca,Cali,Periurbano,INC8896842,WO-977101,1908,HFC,4,0,CMTS_AND_07,,GE0/6/4,CP_AND_046,CH_134,False,Critico,Alta,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Cali,TEC_015,Diagnostico inicial registrado,3,True,53.84,4.65,False,0,CUADRILLA,False,2026-05-10 04:23:00,2026-05-10 10:36:00,CACTI,False,120,False,Cuadrilla reemplazo conector danado,373,True,DESPACHAR_CUADRILLA
TKT-000234,BOGOTA,Cundinamarca,Soacha,Rural,INC8716043,WO-533331,1120,HFC,5,0,CMTS_BOG_23,,GE0/7/11,CP_BOG_044,CH_017,False,Alto,Alta,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Soacha,TEC_060,Diagnostico inicial registrado,3,True,55.4,7.67,False,0,CUADRILLA,False,2026-04-13 20:14:00,2026-04-14 04:11:00,CACTI,False,232,False,Cuadrilla reemplazo conector danado,477,True,DESPACHAR_CUADRILLA
TKT-000235,BOGOTA,Cundinamarca,Soacha,Rural,INC3253389,WO-238862,2170,HFC,7,0,CMTS_BOG_03,,GE0/2/44,CP_BOG_003,CH_083,True,Alto,Media,GRP_NOC_BOGOTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Soacha,TEC_089,Diagnostico inicial registrado,5,True,53.42,5.37,False,0,CUADRILLA,False,2026-01-19 17:27:00,2026-01-19 20:15:00,CACTI,False,237,False,Reconfiguracion de la interfaz afectada,168,True,DESPACHAR_CUADRILLA
TKT-000236,ANDINA,Antioquia,Medellin,Periurbano,INC2464747,WO-733501,776,GPON,0,8,,OLT_AND_29,GE0/7/11,CP_AND_001,,False,Alto,Media,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Medellin,TEC_044,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-01 00:38:00,2026-02-01 05:23:00,ZABBIX,True,2,False,Reconfiguracion de la interfaz afectada,285,True,DESPACHAR_CUADRILLA
TKT-000237,SUR,Narino,Pasto,Urbano,INC8951961,WO-866667,1068,GPON,0,12,,OLT_SUR_03,GE0/6/23,CP_SUR_035,,False,Medio,Critica,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (GPON) en Pasto,TEC_029,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-12 16:32:00,2026-04-12 22:51:00,ZABBIX,False,36,False,Empalme de fibra reparado en sitio,379,True,DESPACHAR_CUADRILLA
TKT-000238,SUR,Cauca,Popayan,Urbano,INC1949592,WO-975929,676,HFC,4,0,CMTS_SUR_07,,GE0/1/46,CP_SUR_052,CH_087,False,Medio,Critica,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Popayan,TEC_019,Diagnostico inicial registrado,5,True,53.59,7.12,False,0,CUADRILLA,False,2026-04-08 08:41:00,2026-04-08 14:50:00,CACTI,False,100,False,Cuadrilla reemplazo conector danado,369,True,DESPACHAR_CUADRILLA
TKT-000239,BOGOTA,Cundinamarca,Chia,Urbano,INC2605165,WO-338518,928,HFC,4,0,CMTS_BOG_16,,GE0/2/27,CP_BOG_009,,False,Alto,Critica,GRP_NOC_BOGOTA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Chia,TEC_044,Diagnostico inicial registrado,1,True,54.05,5.08,False,0,CUADRILLA,False,2026-05-15 12:06:00,2026-05-15 17:26:00,CACTI,False,222,False,Cambio de tarjeta en el elemento,320,True,DESPACHAR_CUADRILLA
TKT-000240,ANDINA,Risaralda,Pereira,Periurbano,INC2730030,WO-293568,2388,GPON,0,4,,OLT_AND_28,GE0/0/40,CP_AND_021,,False,Bajo,Alta,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Pereira,TEC_090,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-01 00:28:00,2026-01-01 04:21:00,ZABBIX,True,0,False,Reconfiguracion de la interfaz afectada,233,True,DESPACHAR_CUADRILLA
TKT-000241,ORIENTE,Santander,Bucaramanga,Rural,INC6213287,WO-193884,1529,GPON,0,11,,OLT_ORI_14,GE0/1/32,CP_ORI_008,CH_158,False,Medio,Media,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Bucaramanga,TEC_049,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-09 03:17:00,2026-03-09 09:00:00,ZABBIX,False,211,False,Reconfiguracion de la interfaz afectada,343,False,DESPACHAR_CUADRILLA
TKT-000242,SUR,Huila,Neiva,Urbano,INC4077658,WO-784063,5121,GPON,0,9,,OLT_SUR_08,GE0/5/7,CP_SUR_027,CH_061,False,Bajo,Alta,GRP_NOC_SUR,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Neiva,TEC_041,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-17 09:07:00,2026-01-17 14:57:00,ZABBIX,True,0,False,Reconfiguracion de la interfaz afectada,350,True,DESPACHAR_CUADRILLA
TKT-000243,SUR,Huila,Neiva,Periurbano,INC9822026,WO-499929,1428,HFC,3,0,CMTS_SUR_09,,GE0/3/20,CP_SUR_051,,False,Medio,Critica,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Neiva,TEC_091,Diagnostico inicial registrado,2,True,52.98,7.64,False,0,CUADRILLA,False,2026-04-11 10:24:00,2026-04-11 12:22:00,CACTI,False,104,False,Empalme de fibra reparado en sitio,118,True,DESPACHAR_CUADRILLA
TKT-000244,COSTA,Cordoba,Monteria,Urbano,INC5887599,WO-771561,840,HFC,3,0,CMTS_COS_15,,GE0/3/21,CP_COS_010,CH_094,False,Medio,Baja,GRP_NOC_COSTA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Monteria,TEC_032,Diagnostico inicial registrado,5,True,54.45,8.51,False,0,CUADRILLA,False,2026-05-08 08:25:00,2026-05-08 13:26:00,CACTI,False,194,False,Cambio de tarjeta en el elemento,301,False,DESPACHAR_CUADRILLA
TKT-000245,BOGOTA,Cundinamarca,Soacha,Urbano,INC1159394,WO-303073,1696,GPON,0,4,,OLT_BOG_08,GE0/0/29,CP_BOG_046,CH_082,True,Medio,Alta,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Soacha,TEC_055,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-17 09:44:00,2026-05-17 15:57:00,ZABBIX,False,214,False,Empalme de fibra reparado en sitio,373,True,DESPACHAR_CUADRILLA
TKT-000246,ANDINA,Risaralda,Pereira,Urbano,INC5514956,WO-876328,553,HFC,1,0,CMTS_AND_16,,GE0/3/27,CP_AND_037,,False,Medio,Baja,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Pereira,TEC_060,Diagnostico inicial registrado,2,True,41.38,1.82,True,2,CUADRILLA,False,2026-02-01 13:28:00,2026-02-01 17:13:00,CACTI,False,100,False,Reconfiguracion de la interfaz afectada,225,False,DESPACHAR_CUADRILLA
TKT-000247,COSTA,Bolivar,Cartagena,Rural,INC9978836,WO-930813,1765,HFC,5,0,CMTS_COS_20,,GE0/0/27,CP_COS_044,,True,Medio,Alta,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cartagena,TEC_110,Diagnostico inicial registrado,1,False,53.59,4.02,False,0,CUADRILLA,False,2026-04-29 01:29:00,2026-04-29 05:21:00,CACTI,True,1,False,Cambio de tarjeta en el elemento,232,True,DESPACHAR_CUADRILLA
TKT-000248,SUR,Tolima,Ibague,Rural,INC1414584,WO-384725,816,HFC,6,0,CMTS_SUR_22,,GE0/2/6,CP_SUR_009,CH_137,False,Alto,Media,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Ibague,TEC_056,Diagnostico inicial registrado,2,True,41.92,2.89,True,5,AUTORRESTABLECIMIENTO,True,2026-03-08 11:40:00,2026-03-08 12:57:00,CACTI,True,2,False,Recuperacion automatica confirmada en grafica de monitoreo,77,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000249,COSTA,Bolivar,Cartagena,Rural,INC7430968,WO-504483,3276,GPON,0,6,,OLT_COS_13,GE0/3/27,CP_COS_011,,False,Critico,Alta,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Cartagena,TEC_033,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-05 00:13:00,2026-01-05 02:40:00,ZABBIX,False,133,False,Cambio de tarjeta en el elemento,147,True,DESPACHAR_CUADRILLA
TKT-000250,ANDINA,Risaralda,Pereira,Urbano,INC8910360,WO-494930,1506,HFC,3,0,CMTS_AND_12,,GE0/6/8,CP_AND_058,,True,Medio,Media,GRP_NOC_ANDINA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Pereira,TEC_051,Diagnostico inicial registrado,3,True,54.37,5.5,False,0,CUADRILLA,False,2026-01-27 07:40:00,2026-01-27 14:24:00,CACTI,False,111,False,Empalme de fibra reparado en sitio,404,True,DESPACHAR_CUADRILLA
TKT-000251,ANDINA,Caldas,Manizales,Periurbano,INC3558559,WO-344295,1980,HFC,5,0,CMTS_AND_04,,GE0/0/31,CP_AND_026,,True,Medio,Alta,GRP_NOC_ANDINA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Manizales,TEC_112,Diagnostico inicial registrado,4,True,45.12,2.51,True,2,AUTORRESTABLECIMIENTO,True,2026-05-23 12:27:00,2026-05-23 13:31:00,CACTI,True,1,False,Recuperacion automatica confirmada en grafica de monitoreo,64,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000252,COSTA,Magdalena,Santa Marta,Periurbano,INC6423979,WO-419939,1677,HFC,3,0,CMTS_COS_06,,GE0/3/44,CP_COS_038,CH_106,False,Alto,Baja,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Santa Marta,TEC_041,Diagnostico inicial registrado,4,True,54.34,6.6,False,0,CUADRILLA,False,2026-03-28 16:19:00,2026-03-28 19:52:00,CACTI,False,73,False,Reconfiguracion de la interfaz afectada,213,True,DESPACHAR_CUADRILLA
TKT-000253,SUR,Narino,Pasto,Rural,INC6693152,WO-359643,5335,GPON,0,11,,OLT_SUR_12,GE0/5/47,CP_SUR_020,CH_045,False,Alto,Alta,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Pasto,TEC_106,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-14 01:13:00,2026-03-14 09:07:00,ZABBIX,False,64,False,Reconfiguracion de la interfaz afectada,474,True,DESPACHAR_CUADRILLA
TKT-000254,SUR,Narino,Pasto,Periurbano,INC6277495,WO-928359,4149,GPON,0,9,,OLT_SUR_10,GE0/7/24,CP_SUR_008,,False,Medio,Media,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Pasto,TEC_013,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-28 21:56:00,2026-03-01 05:00:00,ZABBIX,True,0,False,Reconfiguracion de la interfaz afectada,424,True,DESPACHAR_CUADRILLA
TKT-000255,ANDINA,Risaralda,Pereira,Periurbano,INC7519240,WO-984647,958,HFC,2,0,CMTS_AND_17,,GE0/7/31,CP_AND_028,CH_170,False,Alto,Baja,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Pereira,TEC_076,Diagnostico inicial registrado,3,True,54.87,5.43,False,0,CUADRILLA,False,2026-04-10 18:16:00,2026-04-10 20:50:00,CACTI,False,67,False,Cuadrilla reemplazo conector danado,154,True,DESPACHAR_CUADRILLA
TKT-000256,ANDINA,Antioquia,Medellin,Periurbano,INC3130155,WO-489217,3152,GPON,0,8,,OLT_AND_29,GE0/7/25,CP_AND_033,,False,Critico,Critica,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Medellin,TEC_103,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-29 05:17:00,2026-03-29 11:24:00,ZABBIX,False,196,False,Cuadrilla reemplazo conector danado,367,True,DESPACHAR_CUADRILLA
TKT-000257,COSTA,Bolivar,Cartagena,Rural,INC4691025,WO-470776,4393,GPON,0,3,,OLT_COS_05,GE0/5/7,CP_COS_004,CH_097,False,Alto,Critica,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Cartagena,TEC_008,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,TECNICO_URGENTE,False,2026-02-17 13:01:00,2026-02-17 16:29:00,ZABBIX,False,24,True,Atencion prioritaria por dano grave multielemento,208,True,TECNICO_URGENTE
TKT-000258,ANDINA,Valle del Cauca,Cali,Rural,INC4198238,WO-695417,1970,GPON,0,10,,OLT_AND_04,GE0/7/36,CP_AND_014,CH_160,True,Medio,Critica,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Cali,TEC_071,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-25 04:12:00,2026-03-25 11:36:00,ZABBIX,False,55,False,Cuadrilla reemplazo conector danado,444,True,DESPACHAR_CUADRILLA
TKT-000259,SUR,Narino,Pasto,Urbano,INC2839291,WO-970795,3088,HFC,8,0,CMTS_SUR_11,,GE0/4/29,CP_SUR_020,,False,Bajo,Baja,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (HFC) en Pasto,TEC_087,Diagnostico inicial registrado,4,True,52.67,4.22,False,0,CUADRILLA,False,2026-04-14 15:50:00,2026-04-14 21:40:00,CACTI,False,67,False,Cuadrilla reemplazo conector danado,350,True,DESPACHAR_CUADRILLA
